Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
3627,AA-2015-101209,11/21/2015,11/26/2015,Standard Class,ST-10409,Sharon Turner,Consumer,United States,Jackson,Mississippi,79068,South,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,95.0,6,0.15,11.3673
3628,AA-2015-101210,11/21/2015,11/28/2015,Standard Class,SS-10123,Stephanie Smith,Consumer,United States,Cheyenne,Wyoming,75517,West,FUR-FU-10003447,Furniture,Furnishings,Tensor Brushed Steel Torchiere Floor Lamp,133.95,1,0.0,29.8514
3629,AA-2015-101210,11/22/2015,11/26/2015,Second Class,MM-10621,Mark Miller,Home Office,United States,Pittsburgh,Pennsylvania,46416,East,OFF-AR-10000397,Office Supplies,Art,"BIC Brite Liner Highlighters, Assorted Colors",119.31,1,0.0,38.3895
3630,AA-2015-101210,11/22/2015,11/22/2015,Same Day,CC-10753,Claire Carter,Corporate,United States,New Bedford,Massachusetts,92757,East,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,4080.39,1,0.3,249.9312
3631,US-2015-101211,11/22/2015,11/27/2015,Standard Class,JM-10607,James Morgan,Consumer,United States,Decatur,Illinois,34081,Central,OFF-BI-10001602,Office Supplies,Binders,Wilson Jones Easy Grip Round Ring View Binder,1438.23,3,0.0,465.251
3632,US-2015-101211,11/22/2015,11/27/2015,Standard Class,KT-10523,Kevin Taylor,Consumer,United States,Concord,North Carolina,89497,South,OFF-EN-10000822,Office Supplies,Envelopes,"Jiffy Padded Mailers, Multi-Pack",458.09,5,0.0,150.5702
3633,US-2015-101211,11/22/2015,11/27/2015,Second Class,FJ-10061,Frank Jones,Consumer,United States,Gladstone,Missouri,82777,Central,TEC-CO-10004182,Technology,Copiers,Okidata MC860 MFP Laser Printer,25334.42,3,0.1,3684.6137
3634,US-2015-101212,11/22/2015,11/29/2015,Standard Class,JM-10661,Joseph Mitchell,Consumer,United States,Buffalo,New York,27726,East,OFF-LA-10004099,Office Supplies,Labels,Avery Color Coding Labels,361.29,6,0.0,110.2315
3635,US-2015-101212,11/22/2015,11/25/2015,First Class,KJ-10455,Karen Jones,Consumer,United States,Vancouver,Washington,33360,West,FUR-CH-10001313,Furniture,Chairs,SAFCO PVC Mobile Pedestal Chair,3151.29,2,0.3,23.5443
3636,US-2015-101212,11/22/2015,11/24/2015,First Class,RL-10268,Ryan Lee,Consumer,United States,Madison,Wisconsin,14842,Central,OFF-EN-10002986,Office Supplies,Envelopes,"#10-4 1/8"" Premium Diagonal Seam Envelopes",60.12,1,0.0,21.105
3637,AA-2015-101213,11/23/2015,11/28/2015,Standard Class,JW-10116,John Williams,Consumer,United States,Columbus,Ohio,93651,East,TEC-AC-10000171,Technology,Accessories,Verbatim 25 GB 6x Blu-ray Recordable Disc,1515.54,6,0.0,393.0357
3638,AA-2015-101213,11/23/2015,11/26/2015,Second Class,KM-10632,Kevin Miller,Consumer,United States,Dubuque,Iowa,32262,Central,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings,1810.09,4,0.0,472.8473
3639,AA-2015-101213,11/23/2015,11/29/2015,Standard Class,EL-10202,Edward Lee,Corporate,United States,Murray,Kentucky,88113,South,OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,824.23,11,0.3,49.0586
3640,AA-2015-101214,11/23/2015,11/29/2015,Standard Class,LR-10712,Linda Roberts,Consumer,United States,Chapel Hill,North Carolina,79565,South,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings,1204.92,3,0.0,322.3065
3641,AA-2015-101214,11/23/2015,11/27/2015,Second Class,JM-10741,Jessica Martinez,Consumer,United States,Concord,North Carolina,23369,South,OFF-AP-10000304,Office Supplies,Appliances,Hoover WindTunnel 3 High Performance Pet,2959.69,3,0.0,558.0827
3642,AA-2015-101214,11/23/2015,11/29/2015,Standard Class,EW-10679,Elizabeth Walker,Home Office,United States,Macon,Georgia,39090,South,OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,1394.43,2,0.0,308.3803
3643,CA-2015-101215,11/23/2015,11/28/2015,Standard Class,PM-10460,Paul Morgan,Consumer,United States,Fort Worth,Texas,30353,Central,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,59.37,1,0.0,15.0138
3644,CA-2015-101215,11/23/2015,11/29/2015,Standard Class,LR-10320,Larry Reed,Corporate,United States,Warner Robins,Georgia,42826,South,FUR-BO-10001798,Furniture,Bookcases,Bush Somerset Collection Bookcase,967.97,5,0.3,-4.8775
3645,CA-2015-101215,11/23/2015,11/30/2015,Standard Class,SA-10098,Stephen Anderson,Corporate,United States,Little Rock,Arkansas,13936,South,OFF-AR-10001986,Office Supplies,Art,Sanford 52602 Liquid Accent Tank-Style Highlighters,157.92,1,0.15,34.0481
3646,AA-2015-101216,11/24/2015,11/27/2015,First Class,TE-10216,Thomas Edwards,Consumer,United States,Salt Lake City,Utah,76013,West,OFF-SU-10004590,Office Supplies,Supplies,Acco Pressboard Data Binder with Storage Hooks,517.57,5,0.0,145.8411
3647,AA-2015-101216,11/24/2015,11/29/2015,Standard Class,CE-10286,Charles Edwards,Consumer,United States,Columbus,Georgia,97045,South,TEC-CO-10002313,Technology,Copiers,Canon PC1080F Personal Copier,9672.16,1,0.0,2888.3894
3648,AA-2015-101216,11/24/2015,11/26/2015,First Class,BB-10779,Brian Brown,Corporate,United States,San Antonio,Texas,56195,Central,OFF-AR-10003056,Office Supplies,Art,Newell 341,588.21,4,0.15,144.4551
3649,US-2015-101217,11/24/2015,11/30/2015,Standard Class,KG-10458,Karen Garcia,Home Office,United States,Fairfield,Connecticut,33022,East,TEC-CO-10004182,Technology,Copiers,Okidata MC860 MFP Laser Printer,3708.18,1,0.15,699.3696
3650,US-2015-101217,11/24/2015,11/29/2015,Standard Class,EB-10584,Emma Brown,Home Office,United States,Edmonds,Washington,82488,West,OFF-EN-10004032,Office Supplies,Envelopes,Wausau Papers Astrobrights Envelopes,222.82,3,0.0,74.4851
3651,US-2015-101217,11/24/2015,12/01/2015,Standard Class,MJ-10600,Michael Jones,Consumer,United States,Tacoma,Washington,84538,West,OFF-EN-10000822,Office Supplies,Envelopes,"Jiffy Padded Mailers, Multi-Pack",36.11,1,0.0,13.5016
3652,CA-2015-101218,11/24/2015,11/29/2015,Standard Class,EM-10030,Emma Miller,Home Office,United States,Jackson,Michigan,29234,Central,TEC-CO-10004182,Technology,Copiers,Okidata MC860 MFP Laser Printer,8867.67,2,0.1,1744.0467
3653,CA-2015-101218,11/24/2015,11/29/2015,Standard Class,PA-10615,Paul Anderson,Home Office,United States,Garden City,Kansas,22054,Central,OFF-AP-10001028,Office Supplies,Appliances,Cuisinart Classic 12-Cup Coffeemaker,762.77,3,0.0,142.2064
3654,CA-2015-101218,11/25/2015,12/01/2015,Standard Class,MA-10379,Mary Allen,Consumer,United States,Reading,Pennsylvania,87015,East,FUR-BO-10001798,Furniture,Bookcases,Bush Somerset Collection Bookcase,2867.82,5,0.5,-307.1809
3655,CA-2015-101219,11/25/2015,12/01/2015,Standard Class,JA-10228,Jennifer Adams,Consumer,United States,Tamarac,Florida,81479,South,FUR-FU-10002390,Furniture,Furnishings,Deflect-o DuraMat Chair Mat for Low Pile,193.11,4,0.0,41.2008
3656,CA-2015-101219,11/25/2015,11/28/2015,First Class,SD-10236,Stephanie Davis,Corporate,United States,Montgomery,Alabama,46481,South,OFF-EN-10002986,Office Supplies,Envelopes,"#10-4 1/8"" Premium Diagonal Seam Envelopes",322.02,4,0.2,74.4171
3657,CA-2015-101219,11/25/2015,12/02/2015,Standard Class,TS-10464,Thomas Scott,Home Office,United States,Reading,Pennsylvania,15220,East,OFF-AR-10003056,Office Supplies,Art,Newell 341,215.88,2,0.0,71.0516
3658,AA-2015-101220,11/25/2015,12/02/2015,Standard Class,AM-10196,Ashley Morgan,Corporate,United States,New Rochelle,New York,52718,East,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1855.79,1,0.3,-317.3366
3659,AA-2015-101220,11/25/2015,11/28/2015,First Class,JM-10607,James Morgan,Consumer,United States,Scottsdale,Arizona,68028,West,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,25430.12,10,0.0,2383.554
3660,AA-2015-101220,11/25/2015,12/01/2015,Standard Class,SL-10426,Sharon Lee,Home Office,United States,Miami,Florida,54492,South,TEC-PH-10002275,Technology,Phones,Mitel 5320 IP Phone VoIP phone,8122.49,3,0.0,1936.1921
3661,US-2015-101221,11/25/2015,11/30/2015,Standard Class,TM-10384,Timothy Martin,Corporate,United States,Concord,North Carolina,18796,South,OFF-AR-10002833,Office Supplies,Art,Newell 322,122.6,6,0.45,10.5095
3662,US-2015-101221,11/25/2015,11/29/2015,Second Class,KC-10403,Karen Cook,Consumer,United States,Oakland,California,66067,West,OFF-AP-10001028,Office Supplies,Appliances,Cuisinart Classic 12-Cup Coffeemaker,277.12,1,0.0,55.1954
3663,US-2015-101221,11/26/2015,12/01/2015,Standard Class,AK-10614,Andrew King,Consumer,United States,Dallas,Texas,75654,Central,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,1262.24,4,0.0,263.2155
3664,US-2015-101222,11/26/2015,12/03/2015,Standard Class,TS-10464,Thomas Scott,Consumer,United States,Dover,Delaware,45438,East,OFF-EN-10000822,Office Supplies,Envelopes,"Jiffy Padded Mailers, Multi-Pack",59.47,2,0.0,21.2019
3665,US-2015-101222,11/26/2015,11/29/2015,First Class,KD-10164,Kevin Davis,Consumer,United States,Olathe,Kansas,13378,Central,OFF-ST-10002927,Office Supplies,Storage,Akro-Mils 09516 Super-Size AkroBins,49.64,1,0.0,9.1849
3666,US-2015-101222,11/26/2015,12/01/2015,Second Class,AP-10694,Amy Phillips,Consumer,United States,Lewiston,Idaho,85133,West,TEC-AC-10002167,Technology,Accessories,Logitech G910 Orion Spark Mechanical Keyboard,45.32,3,0.4,0.239
3667,AA-2015-101223,11/26/2015,12/03/2015,Standard Class,RW-10055,Richard Wilson,Consumer,United States,Saginaw,Michigan,79235,Central,OFF-PA-10003695,Office Supplies,Paper,Avery Shipping Labels with TrueBlock Technology,904.76,7,0.0,306.0739
3668,AA-2015-101223,11/26/2015,12/03/2015,Standard Class,MH-10086,Michael Hill,Home Office,United States,Warner Robins,Georgia,73203,South,FUR-BO-10002213,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,7224.62,6,0.0,908.262
3669,AA-2015-101223,11/26/2015,11/26/2015,Same Day,HP-10165,Helen Phillips,Corporate,United States,Atlanta,Georgia,40807,South,TEC-AC-10000171,Technology,Accessories,Verbatim 25 GB 6x Blu-ray Recordable Disc,569.57,2,0.3,44.9272
3670,CA-2015-101224,11/26/2015,11/30/2015,Second Class,EW-10481,Elizabeth White,Home Office,United States,Cleveland,Ohio,70205,East,OFF-PA-10003695,Office Supplies,Paper,Avery Shipping Labels with TrueBlock Technology,137.54,1,0.0,43.4711
3671,CA-2015-101224,11/26/2015,11/29/2015,Second Class,BH-10550,Barbara Hill,Consumer,United States,Des Moines,Washington,36682,West,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,585.06,3,0.0,142.0726
3672,CA-2015-101224,11/27/2015,11/30/2015,Second Class,ET-10751,Elizabeth Thompson,Home Office,United States,Auburn,New York,52887,East,OFF-AR-10002833,Office Supplies,Art,Newell 322,66.49,1,0.0,25.5251
3673,CA-2015-101225,11/27/2015,12/04/2015,Standard Class,JM-10664,Jessica Morgan,Corporate,United States,Allentown,Pennsylvania,15056,East,TEC-MA-10002412,Technology,Machines,Canon imageCLASS MF4770n Wireless Laser,10670.93,2,0.0,1229.0311
3674,CA-2015-101225,11/27/2015,11/30/2015,First Class,PB-10554,Paul Brown,Consumer,United States,Vancouver,Washington,62760,West,OFF-SU-10004590,Office Supplies,Supplies,Acco Pressboard Data Binder with Storage Hooks,189.0,3,0.15,30.4488
3675,CA-2015-101225,11/27/2015,12/03/2015,Standard Class,BW-10746,Barbara White,Corporate,United States,Springfield,Illinois,63532,Central,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings,440.03,1,0.1,130.5457
3676,AA-2015-101226,11/27/2015,12/02/2015,Standard Class,SP-10339,Sharon Phillips,Consumer,United States,San Jose,California,21364,West,TEC-AC-10000171,Technology,Accessories,Verbatim 25 GB 6x Blu-ray Recordable Disc,1333.26,2,0.0,334.368
3677,AA-2015-101226,11/28/2015,12/03/2015,Standard Class,JJ-10045,Joseph Jackson,Consumer,United States,Bozeman,Montana,42688,West,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels by Universal,50.24,1,0.0,16.7042
3678,AA-2015-101226,11/28/2015,11/28/2015,Same Day,BT-10729,Brian Turner,Consumer,United States,Pittsburgh,Pennsylvania,62096,East,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels by Universal,108.55,2,0.0,36.9224
3679,US-2015-101227,11/28/2015,12/01/2015,First Class,SC-10108,Stephanie Collins,Corporate,United States,Edmonds,Washington,75310,West,OFF-BI-10001602,Office Supplies,Binders,Wilson Jones Easy Grip Round Ring View Binder,236.16,1,0.0,67.4412
3680,US-2015-101227,11/28/2015,12/03/2015,Standard Class,SM-10682,Susan Murphy,Consumer,United States,Warner Robins,Georgia,66623,South,OFF-LA-10002762,Office Supplies,Labels,Avery 485,152.43,2,0.0,43.831
3681,US-2015-101227,11/28/2015,12/03/2015,Standard Class,NC-10650,Nicole Campbell,Home Office,United States,Jonesboro,Arkansas,32250,South,OFF-EN-10004032,Office Supplies,Envelopes,Wausau Papers Astrobrights Envelopes,399.93,5,0.1,129.4536
3682,US-2015-101228,11/28/2015,12/01/2015,Second Class,PT-10761,Patricia Thompson,Consumer,United States,Texarkana,Arkansas,28659,South,OFF-ST-10001806,Office Supplies,Storage,Advantus Super Stacker Divided Storage Box,96.65,3,0.0,24.9579
3683,US-2015-101228,11/28/2015,11/29/2015,Same Day,DC-10571,Deborah Campbell,Consumer,United States,Fargo,North Dakota,45569,Central,OFF-PA-10003695,Office Supplies,Paper,Avery Shipping Labels with TrueBlock Technology,82.99,1,0.0,20.4982
3684,US-2015-101228,11/28/2015,12/01/2015,First Class,CW-10485,Cynthia Walker,Consumer,United States,Middletown,Connecticut,72328,East,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,106.12,2,0.2,22.3683
3685,US-2015-101229,11/28/2015,12/01/2015,First Class,AS-10402,Andrew Smith,Corporate,United States,Auburn,Alabama,28535,South,OFF-AR-10003056,Office Supplies,Art,Newell 341,34.91,1,0.0,12.119
3686,US-2015-101229,11/28/2015,12/05/2015,Standard Class,PY-10351,Paul Young,Corporate,United States,Atlanta,Georgia,69981,South,FUR-FU-10003447,Furniture,Furnishings,Tensor Brushed Steel Torchiere Floor Lamp,328.74,2,0.1,36.3454
3687,US-2015-101229,11/28/2015,12/04/2015,Standard Class,ML-10300,Mark Lee,Corporate,United States,Dover,Delaware,66525,East,TEC-CO-10004182,Technology,Copiers,Okidata MC860 MFP Laser Printer,7183.52,2,0.0,2115.177
3688,CA-2015-101230,11/28/2015,12/01/2015,Second Class,TD-10065,Thomas Davis,Corporate,United States,Albany,New York,34293,East,TEC-CO-10002313,Technology,Copiers,Canon PC1080F Personal Copier,10143.48,1,0.0,2508.3746
3689,CA-2015-101230,11/28/2015,11/29/2015,Same Day,DM-10430,Deborah Murphy,Home Office,United States,Norfolk,Nebraska,23163,Central,OFF-BI-10001602,Office Supplies,Binders,Wilson Jones Easy Grip Round Ring View Binder,499.92,3,0.0,141.8565
3690,CA-2015-101230,11/29/2015,12/05/2015,Standard Class,JT-10675,Jason Taylor,Consumer,United States,Tampa,Florida,41888,South,OFF-ST-10002927,Office Supplies,Storage,Akro-Mils 09516 Super-Size AkroBins,1083.68,3,0.0,286.0984
3691,US-2015-101231,11/29/2015,12/06/2015,Standard Class,BJ-10778,Brenda Jackson,Home Office,United States,Florence,Alabama,11280,South,OFF-AR-10000397,Office Supplies,Art,"BIC Brite Liner Highlighters, Assorted Colors",203.19,2,0.15,57.3356
3692,US-2015-101231,11/29/2015,12/05/2015,Standard Class,KM-10646,Kevin Murphy,Consumer,United States,Grand Rapids,Michigan,61087,Central,TEC-CO-10002313,Technology,Copiers,Canon PC1080F Personal Copier,1261.88,1,0.0,343.0055
3693,US-2015-101231,11/29/2015,12/02/2015,First Class,PA-10615,Paul Anderson,Home Office,United States,Arvada,Colorado,94280,West,FUR-FU-10003447,Furniture,Furnishings,Tensor Brushed Steel Torchiere Floor Lamp,2448.43,7,0.0,514.3108
3694,US-2015-101232,11/29/2015,12/04/2015,Standard Class,KM-10310,Kimberly Martin,Consumer,United States,San Antonio,Texas,93974,Central,OFF-ST-10001806,Office Supplies,Storage,Advantus Super Stacker Divided Storage Box,395.37,1,0.3,16.4073
3695,US-2015-101232,11/29/2015,12/04/2015,Standard Class,JT-10241,Jason Torres,Consumer,United States,Miami,Florida,40814,South,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,45.51,1,0.0,13.2501
3696,US-2015-101232,11/29/2015,12/04/2015,Standard Class,BM-10689,Brenda Mitchell,Consumer,United States,Chester,Pennsylvania,28743,East,OFF-FA-10003283,Office Supplies,Fasteners,Acco Suede Finish Lanyard with Split Ring,142.26,2,0.0,54.9691
3697,CA-2015-101233,11/29/2015,12/04/2015,Standard Class,BT-10353,Brenda Thomas,Consumer,United States,Tampa,Florida,19291,South,TEC-MA-10004125,Technology,Machines,Motorola 56001 Telephone with Digital Answering,32780.76,11,0.0,5375.1704
3698,CA-2015-101233,11/29/2015,12/06/2015,Standard Class,JL-10012,John Lee,Consumer,United States,Columbus,Ohio,52664,East,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,20.13,1,0.15,4.5812
3699,CA-2015-101233,11/29/2015,12/06/2015,Standard Class,MR-10398,Margaret Rivera,Consumer,United States,Gaithersburg,Maryland,48588,East,FUR-BO-10003396,Furniture,Bookcases,"Sauder Classic Bookcase, Traditional Cherry",375.52,1,0.0,57.0505
3700,AA-2015-101234,11/30/2015,12/05/2015,Standard Class,AA-10506,Amanda Allen,Corporate,United States,Chester,Pennsylvania,43737,East,OFF-EN-10002986,Office Supplies,Envelopes,"#10-4 1/8"" Premium Diagonal Seam Envelopes",182.77,5,0.3,23.4085
3701,AA-2015-101234,11/30/2015,12/03/2015,Second Class,ST-10631,Sandra Torres,Corporate,United States,Nashua,New Hampshire,40267,East,OFF-AR-10003056,Office Supplies,Art,Newell 341,338.5,2,0.2,80.6448
3702,AA-2015-101234,11/30/2015,12/07/2015,Standard Class,HT-10305,Helen Thompson,Corporate,United States,Westfield,New Jersey,70718,East,FUR-BO-10003396,Furniture,Bookcases,"Sauder Classic Bookcase, Traditional Cherry",787.47,2,0.15,35.5726
3703,CA-2015-101235,11/30/2015,12/06/2015,Standard Class,KJ-10412,Karen Jackson,Consumer,United States,Orland Park,Illinois,70929,Central,OFF-AR-10000397,Office Supplies,Art,"BIC Brite Liner Highlighters, Assorted Colors",87.92,1,0.0,32.538
3704,CA-2015-101235,11/30/2015,12/03/2015,Second Class,RB-10297,Richard Brown,Consumer,United States,Dallas,Texas,86111,Central,OFF-SU-10002189,Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,468.32,5,0.0,106.121
3705,CA-2015-101235,11/30/2015,12/07/2015,Standard Class,HN-10570,Helen Nelson,Consumer,United States,Orland Park,Illinois,95352,Central,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Wall Clock",212.47,2,0.0,58.1737
3706,CA-2015-101236,11/30/2015,12/03/2015,First Class,RA-10623,Ronald Allen,Consumer,United States,Fairfield,Connecticut,44530,East,OFF-LA-10002762,Office Supplies,Labels,Avery 485,33.8,2,0.3,4.7089
3707,CA-2015-101236,11/30/2015,12/07/2015,Standard Class,DR-10127,David Rivera,Corporate,United States,Dover,New Hampshire,70659,East,TEC-MA-10004125,Technology,Machines,Motorola 56001 Telephone with Digital Answering,46960.07,7,0.0,6540.7623
3708,CA-2015-101236,11/30/2015,12/05/2015,Standard Class,DM-10411,Dorothy Martin,Consumer,United States,Morristown,New Jersey,76658,East,OFF-BI-10004738,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,3181.91,8,0.0,1002.9632
3709,US-2015-101237,11/30/2015,11/30/2015,Same Day,JG-10282,Jessica Green,Consumer,United States,Saint Petersburg,Florida,60694,South,OFF-AR-10001986,Office Supplies,Art,Sanford 52602 Liquid Accent Tank-Style Highlighters,55.27,6,0.1,16.3324
3710,US-2015-101237,12/01/2015,12/04/2015,Second Class,KJ-10455,Karen Jones,Corporate,United States,New Rochelle,New York,42743,East,FUR-BO-10001798,Furniture,Bookcases,Bush Somerset Collection Bookcase,587.87,1,0.0,84.6436
3711,US-2015-101237,12/01/2015,12/08/2015,Standard Class,DS-10520,David Scott,Corporate,United States,Wheeling,West Virginia,86888,East,OFF-LA-10002762,Office Supplies,Labels,Avery 485,160.56,4,0.15,31.408
3712,US-2015-101238,12/01/2015,12/08/2015,Standard Class,JC-10602,Joseph Collins,Consumer,United States,Fargo,North Dakota,30360,Central,OFF-LA-10002762,Office Supplies,Labels,Avery 485,48.85,1,0.0,15.8103
3713,US-2015-101238,12/01/2015,12/06/2015,Second Class,SR-10140,Scott Roberts,Consumer,United States,Springfield,Illinois,35207,Central,OFF-BI-10004738,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,122.62,5,0.0,35.8092
3714,US-2015-101238,12/01/2015,12/06/2015,Standard Class,SE-10115,Stephen Evans,Consumer,United States,Dover,Delaware,69533,East,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings,98.18,1,0.1,21.9853
3715,CA-2015-101239,12/02/2015,12/09/2015,Standard Class,JW-10158,Jessica Wilson,Corporate,United States,Decatur,Illinois,19740,Central,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",95.5,2,0.0,38.8849
3716,CA-2015-101239,12/02/2015,12/07/2015,Second Class,ED-10494,Emma Davis,Corporate,United States,Morristown,New Jersey,68874,East,OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf",479.83,2,0.0,102.0445
3717,CA-2015-101239,12/02/2015,12/08/2015,Standard Class,JC-10172,John Carter,Consumer,United States,Troy,New York,30990,East,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,251.49,5,0.0,89.762
3718,CA-2015-101240,12/02/2015,12/02/2015,Same Day,MC-10136,Maria Campbell,Consumer,United States,Tamarac,Florida,64334,South,TEC-AC-10000171,Technology,Accessories,Verbatim 25 GB 6x Blu-ray Recordable Disc,787.32,5,0.1,147.2553
3719,CA-2015-101240,12/02/2015,12/05/2015,First Class,SJ-10190,Stephanie Jones,Consumer,United States,Roswell,Georgia,32403,South,OFF-FA-10002544,Office Supplies,Fasteners,Acme Stainless Steel Scissors,169.06,7,0.2,39.4382
3720,CA-2015-101240,12/02/2015,12/04/2015,First Class,EM-10253,Emma Mitchell,Consumer,United States,Spokane,Washington,21125,West,OFF-ST-10002927,Office Supplies,Storage,Akro-Mils 09516 Super-Size AkroBins,830.18,3,0.0,153.8633
3721,AA-2015-101241,12/02/2015,12/07/2015,Standard Class,RT-10617,Richard Thompson,Consumer,United States,Durham,North Carolina,73224,South,FUR-BO-10004834,Furniture,Bookcases,Riverside Palais Royal Lawyers Bookcase,147.36,1,0.0,26.2762
3722,AA-2015-101241,12/02/2015,12/04/2015,First Class,MM-10345,Mark Morris,Home Office,United States,Tamarac,Florida,21207,South,FUR-BO-10004834,Furniture,Bookcases,Riverside Palais Royal Lawyers Bookcase,2187.94,2,0.0,399.3434
3723,AA-2015-101241,12/02/2015,12/04/2015,First Class,MT-10255,Mark Torres,Consumer,United States,Omaha,Nebraska,24436,Central,FUR-TA-10002199,Furniture,Tables,DMI Eclipse Executive Suite Corner Table,162.3,1,0.4,-28.6934
3724,AA-2015-101242,12/02/2015,12/07/2015,Standard Class,DM-10411,Dorothy Martin,Corporate,United States,Belleville,New Jersey,41103,East,OFF-EN-10002986,Office Supplies,Envelopes,"#10-4 1/8"" Premium Diagonal Seam Envelopes",227.35,4,0.0,81.0081
3725,AA-2015-101242,12/02/2015,12/08/2015,Standard Class,DT-10046,Daniel Torres,Consumer,United States,Bloomington,Illinois,81862,Central,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,710.29,7,0.0,231.2039
3726,AA-2015-101242,12/03/2015,12/09/2015,Standard Class,CS-10613,Charles Scott,Consumer,United States,Richmond,Virginia,94793,South,OFF-AP-10002311,Office Supplies,Appliances,Holmes Replacement HEPA Filter,1100.07,1,0.0,239.8901
3727,US-2015-101243,12/03/2015,12/08/2015,Standard Class,EM-10468,Eric Martin,Consumer,United States,Columbus,Georgia,93751,South,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,1097.66,3,0.15,241.9134
3728,US-2015-101243,12/03/2015,12/08/2015,Standard Class,KW-10546,Kathleen Walker,Home Office,United States,Chapel Hill,North Carolina,82983,South,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Wall Clock",417.59,1,0.0,89.8482
3729,US-2015-101243,12/03/2015,12/08/2015,Standard Class,CY-10003,Cynthia Young,Home Office,United States,Columbus,Indiana,47783,Central,OFF-FA-10003283,Office Supplies,Fasteners,Acco Suede Finish Lanyard with Split Ring,432.52,7,0.0,169.8714
3730,US-2015-101244,12/03/2015,12/04/2015,Same Day,BD-10185,Brenda Davis,Corporate,United States,Decatur,Alabama,49222,South,OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf",217.85,1,0.0,52.4076
3731,US-2015-101244,12/03/2015,12/06/2015,Second Class,MP-10480,Margaret Phillips,Consumer,United States,Medford,Oregon,33516,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",1436.04,1,0.0,305.1572
3732,US-2015-101244,12/03/2015,12/05/2015,First Class,DW-10566,David Williams,Home Office,United States,Naperville,Illinois,27888,Central,OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf",1785.96,5,0.0,364.6967
3733,US-2015-101245,12/03/2015,12/08/2015,Standard Class,PM-10243,Patricia Murphy,Corporate,United States,Pittsburgh,Pennsylvania,73565,East,TEC-CO-10004182,Technology,Copiers,Okidata MC860 MFP Laser Printer,3897.5,1,0.15,632.7348
3734,US-2015-101245,12/03/2015,12/07/2015,Second Class,CE-10286,Charles Edwards,Consumer,United States,Hamilton,Ohio,42953,East,TEC-AC-10001814,Technology,Accessories,Plantronics Savi W720 Wireless Headset System,1457.13,3,0.15,222.597
3735,US-2015-101245,12/04/2015,12/09/2015,Standard Class,RS-10076,Robert Smith,Home Office,United States,Atlanta,Georgia,33903,South,OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,144.29,1,0.0,29.6658
3736,US-2015-101246,12/04/2015,12/09/2015,Standard Class,WH-10423,William Hill,Home Office,United States,Des Moines,Washington,96034,West,OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,103.32,1,0.0,21.2855
